year,month,day,dw_solar_50,dw_solar_90,dw_solar_99,uw_solar_50,uw_solar_90,uw_solar_99,direct_n_50,direct_n_90,direct_n_99,dw_solar_sum,uw_solar_sum,direct_n_sum
1998,1,14,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,15,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,16,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,17,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,18,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,19,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,20,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,21,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,22,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,23,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,24,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,25,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,26,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,27,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,28,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,29,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,30,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,1,31,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,1,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,2,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,3,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,4,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,5,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,6,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,7,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,8,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,9,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,10,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,11,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,12,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,13,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,14,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,15,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,16,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,18,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,19,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,20,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,21,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,22,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,23,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,24,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,25,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,26,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,27,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,2,28,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,1,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,2,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,3,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,4,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,5,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,6,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,7,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,8,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,9,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,10,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,11,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,12,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,13,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,14,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,15,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,16,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,17,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,18,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,19,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,20,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,21,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,22,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,23,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,24,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,25,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,26,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,27,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,28,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,29,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,30,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,3,31,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,1,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,2,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,3,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,4,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,5,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,6,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,7,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,8,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,9,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,10,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,11,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,12,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,13,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,14,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,15,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,16,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,17,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,18,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,19,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,20,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,21,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,22,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,23,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,24,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,25,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,26,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,27,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,28,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,29,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,4,30,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,1,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,2,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,3,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,4,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,5,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,6,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,7,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,8,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,9,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,10,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,11,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,12,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,13,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,14,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,15,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,16,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,17,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,18,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,19,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,20,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,21,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,22,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,23,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,24,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,25,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,26,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,27,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,28,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,29,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,30,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,5,31,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,1,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,2,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,3,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,4,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,5,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,6,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,7,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,8,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,9,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,10,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,11,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,12,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,13,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,14,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,15,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,16,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,17,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,18,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,19,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,20,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,21,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,22,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,23,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,24,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,25,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,26,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,27,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,28,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,29,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,6,30,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,1,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,2,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,3,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,4,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,5,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,6,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,7,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,8,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,9,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,10,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,11,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,12,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,13,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,14,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,15,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,16,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,17,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,18,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,19,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,20,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,21,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
1998,7,22,-9999.9,-9999.9,-9999.9,1.0,1.0,1.0,-9999.9,-9999.9,-9999.9,0.0,1440.0,0.0
